336.20,230.90,1
346.00,233.14,1
360.12,233.30,1
338.56,226.95,1
346.76,230.07,1
307.61,227.33,1
370.05,229.29,1
360.04,232.47,1
388.87,236.82,1
320.71,224.17,1
371.81,232.43,1
400.38,236.83,1
338.03,227.22,1
313.79,221.90,1
343.72,224.47,1
361.09,230.05,1
399.39,233.08,1
334.33,229.50,1
305.09,225.64,1
351.16,230.05,1
360.59,233.47,1
348.33,228.80,1
338.57,229.30,1
316.36,227.11,1
387.43,234.97,1
333.61,232.27,1
356.48,227.80,1
316.01,225.42,1
361.78,231.10,1
350.03,225.51,1
327.98,229.95,1
326.97,227.09,1
294.91,222.47,1
335.39,228.15,1
339.22,231.39,1
334.57,226.53,1
367.26,229.55,1
377.33,229.95,1
365.64,228.04,1
344.76,227.59,1
337.54,225.61,1
376.48,232.81,1
349.88,231.63,1
383.46,232.80,1
320.16,225.75,1
348.92,228.87,1
347.39,226.19,1
364.32,231.62,1
328.36,232.26,1
332.90,231.84,1
383.67,232.03,1
363.66,227.73,1
357.84,230.81,1
359.21,233.71,1
335.92,232.50,1
371.10,229.81,1
340.93,226.33,1
349.76,229.94,1
338.22,225.87,1
359.27,233.69,1
346.68,228.88,1
341.41,229.78,1
343.03,227.65,1
328.97,229.90,1
331.15,226.77,1
324.90,226.34,1
377.49,225.32,1
361.82,228.98,1
362.13,231.85,1
368.54,232.97,1
343.69,230.16,1
350.50,229.53,1
337.51,231.90,1
341.52,227.34,1
297.44,221.23,1
347.89,232.17,1
312.87,224.60,1
380.65,233.96,1
354.45,231.69,1
363.17,230.82,1
345.43,231.99,1
362.22,226.16,1
332.79,230.90,1
368.66,231.02,1
349.92,229.45,1
359.90,230.81,1
333.33,231.72,1
357.97,235.37,1
367.64,230.95,1
331.96,227.40,1
344.35,227.73,1
338.19,229.65,1
360.24,234.74,1
357.67,229.71,1
360.20,232.75,1
327.74,227.54,1
380.22,231.68,1
324.46,229.04,1
355.27,229.01,1
385.72,229.65,1
348.41,233.48,1
379.32,228.41,1
367.13,236.18,1
385.78,232.36,1
352.73,233.19,1
352.28,231.67,1
338.26,229.20,1
318.41,224.77,1
322.43,222.85,1
333.69,228.33,1
351.32,231.15,1
296.85,224.67,1
368.66,232.17,1
333.58,225.70,1
352.68,231.75,1
329.38,231.19,1
323.04,229.12,1
367.52,231.08,1
371.88,231.35,1
329.54,228.11,1
367.08,231.21,1
357.76,233.74,1
347.70,228.98,1
313.09,224.69,1
362.71,231.99,1
356.32,232.53,1
363.86,231.49,1
341.42,226.05,1
365.72,229.29,1
389.01,234.58,1
333.34,229.41,1
324.61,225.88,1
374.99,227.01,1
339.68,229.12,1
368.64,234.58,1
318.19,226.10,1
335.09,228.51,1
343.63,226.52,1
339.28,228.24,1
365.68,225.59,1
343.82,230.63,1
354.60,228.90,1
372.18,229.03,1
348.35,226.88,1
366.65,231.04,1
326.62,230.01,1
351.17,228.75,1
372.29,234.92,1
423.11,230.77,1
339.65,227.95,1
379.60,231.18,1
359.61,229.88,1
315.16,227.96,1
358.74,232.49,1
328.64,227.90,1
329.85,230.28,1
345.92,232.19,1
344.32,228.73,1
345.96,225.30,1
337.41,227.10,1
360.22,229.37,1
355.83,232.63,1
364.52,228.54,1
397.05,233.27,1
331.47,230.93,1
359.25,228.56,1
412.51,236.23,1
365.88,234.37,1
351.51,230.29,1
320.13,224.78,1
375.50,232.03,1
364.48,232.16,1
353.58,232.79,1
346.96,226.91,1
330.42,224.03,1
365.29,231.24,1
341.91,223.75,1
364.57,232.49,1
380.44,229.76,1
317.48,225.40,1
377.98,233.62,1
358.30,230.42,1
358.53,227.02,1
361.39,231.65,1
375.53,228.83,1
352.40,229.79,1
360.93,231.14,1
362.54,230.23,1
317.08,225.95,1
394.83,233.58,1
348.06,227.42,1
375.77,231.61,1
343.77,230.20,1
289.57,225.14,1
350.45,231.78,1
344.99,228.82,1
347.55,229.01,1
332.33,228.57,1
362.79,231.25,1
309.70,225.71,1
309.46,220.11,1
378.03,235.41,1
314.68,223.90,1
355.01,232.28,1
351.27,238.48,1
353.34,230.80,1
363.50,231.82,1
372.34,229.82,1
372.51,234.47,1
367.91,235.24,1
333.27,229.99,1
361.99,228.44,1
346.48,229.12,1
372.09,235.58,1
348.73,231.50,1
339.30,226.79,1
343.10,232.87,1
352.40,229.25,1
345.35,233.55,1
315.41,227.64,1
357.11,226.39,1
335.26,232.60,1
353.49,231.78,1
356.18,231.90,1
360.65,230.66,1
319.42,226.87,1
373.53,233.82,1
337.37,228.49,1
339.75,235.42,1
349.02,229.96,1
399.44,232.68,1
356.16,233.14,1
342.17,232.23,1
359.37,227.18,1
334.75,232.16,1
361.07,231.52,1
334.27,224.69,1
337.73,230.85,1
360.59,233.55,1
379.24,233.91,1
395.04,234.67,1
317.72,230.44,1
370.18,231.34,1
344.80,228.53,1
355.53,232.98,1
343.46,224.90,1
351.23,230.78,1
352.78,231.44,1
364.67,228.61,1
366.24,232.40,1
323.39,225.12,1
333.23,220.33,1
310.04,225.21,1
370.27,235.04,1
375.89,234.82,1
348.11,230.33,1
329.84,226.71,1
333.60,228.80,1
328.54,227.21,1
347.51,234.82,1
375.50,236.82,1
382.31,232.21,1
341.66,228.14,1
326.40,224.51,1
350.72,231.24,1
353.84,231.90,1
316.62,227.96,1
353.50,230.78,1
303.33,224.34,1
374.50,228.06,1
355.01,230.63,1
358.91,231.41,1
340.56,229.37,1
375.94,232.43,1
366.01,226.86,1
323.55,226.62,1
401.64,234.18,1
349.49,228.82,1
353.33,231.50,1
386.26,232.79,1
329.89,230.34,1
336.28,226.25,1
360.22,234.73,1
369.13,228.86,1
384.21,233.13,1
345.83,230.05,1
359.55,229.26,1
371.56,231.90,1
379.60,234.68,1
334.92,230.01,1
360.94,231.85,1
358.00,233.13,1
347.55,233.31,1
366.12,230.20,1
331.93,228.16,1
355.21,231.14,1
349.77,226.17,1
374.80,232.92,1
389.47,233.75,1
355.95,227.55,1
333.25,228.03,1
366.31,229.87,1
345.54,228.54,1
372.26,231.00,1
336.57,224.98,1
361.17,229.30,1
374.64,229.73,1
339.85,232.16,1
323.32,228.90,1
333.48,227.61,1
395.35,234.25,1
352.31,227.90,1
353.28,231.24,1
381.70,234.65,1
326.89,229.76,1
342.35,231.29,1
345.87,227.68,1
359.45,231.98,1
343.56,229.33,1
357.48,230.33,1
335.48,228.83,1
350.43,229.54,1
345.23,223.84,1
366.46,232.69,1
331.54,229.20,1
363.25,236.84,1
361.89,232.56,1
343.28,231.66,1
357.59,229.46,1
376.82,232.78,1
359.84,232.04,1
345.85,227.14,1
372.18,229.86,1
380.97,231.36,1
375.31,231.64,1
390.18,232.81,1
321.81,228.65,1
357.81,232.42,1
327.68,230.74,1
368.58,228.08,1
333.20,228.69,1
323.88,224.89,1
378.28,236.09,1
353.34,231.10,1
363.97,228.68,1
366.35,229.47,1
332.95,231.48,1
349.80,231.20,1
355.43,235.20,1
356.07,232.76,1
356.42,230.29,1
338.11,225.36,1
342.34,225.83,1
338.37,228.98,1
377.10,229.01,1
334.68,230.35,1
349.35,231.19,1
358.19,229.30,1
379.54,233.56,1
344.67,230.50,1
331.00,225.02,1
339.16,228.36,1
356.49,231.07,1
326.39,226.15,1
306.79,227.69,1
363.05,230.92,1
327.63,231.00,1
342.44,227.88,1
359.12,228.70,1
351.16,234.24,1
348.68,224.99,1
371.99,234.56,1
351.36,230.25,1
390.42,235.83,1
296.01,220.84,1
357.96,229.42,1
360.94,234.01,1
355.49,233.74,1
329.60,229.77,1
343.95,227.10,1
339.85,226.11,1
331.61,231.48,1
375.94,232.68,1
360.93,229.66,1
362.04,232.16,1
358.94,229.88,1
366.09,234.74,1
349.98,231.44,1
367.64,231.68,1
354.93,228.80,1
350.56,230.38,1
338.42,230.93,1
356.39,229.79,1
368.55,233.02,1
366.60,230.36,1
366.21,230.10,1
364.64,229.80,1
372.38,231.44,1
313.37,226.30,1
344.46,226.94,1
308.07,225.00,1
337.33,226.75,1
358.32,227.98,1
353.36,225.54,1
361.55,236.45,1
351.67,228.92,1
353.55,226.33,1
327.30,228.25,1
367.68,237.26,1
321.81,225.78,1
350.32,228.91,1
343.10,224.34,1
352.43,227.63,1
370.10,230.88,1
357.50,231.01,1
345.33,225.54,1
363.87,230.41,1
330.56,230.58,1
354.88,232.13,1
338.12,231.32,1
373.59,231.15,1
340.10,232.59,1
341.59,230.36,1
363.87,229.43,1
342.37,230.57,1
351.86,230.81,1
349.89,229.03,1
379.64,229.44,1
344.60,231.35,1
329.04,228.13,1
346.48,227.23,1
354.41,231.93,1
318.99,228.48,1
362.47,230.15,1
328.87,232.65,1
340.99,232.25,1
384.73,233.23,1
379.35,231.09,1
363.32,232.12,1
343.79,231.82,1
372.72,229.86,1
324.97,225.42,1
343.76,229.03,1
342.41,225.67,1
338.97,227.61,1
311.56,227.43,1
361.55,231.15,1
336.82,228.68,1
366.97,229.41,1
331.63,228.97,1
356.04,232.07,1
327.75,230.34,1
364.04,231.04,1
368.63,231.14,1
322.17,227.11,1
355.25,233.49,1
330.66,230.03,1
381.59,231.74,1
331.23,228.23,1
359.13,232.56,1
359.34,231.71,1
367.06,231.01,1
313.27,223.84,1
330.17,227.22,1
328.58,232.05,1
375.23,231.54,1
346.80,231.93,1
337.00,234.18,1
334.22,222.95,1
378.49,233.60,1
359.15,233.55,1
365.45,231.78,1
353.66,227.85,1
330.17,225.89,1
344.44,228.65,1
366.09,231.54,1
354.98,233.27,1
350.05,231.91,1
358.00,232.11,1
347.48,226.88,1
355.15,229.22,1
337.81,231.49,1
352.46,230.81,1
361.87,230.35,1
341.87,229.90,1
367.34,233.96,1
362.05,229.75,1
332.67,230.28,1
353.54,227.73,1
345.62,222.72,1
370.19,236.43,1
374.79,232.58,1
340.79,230.58,1
354.02,224.69,1
375.15,233.08,1
333.33,227.57,1
295.20,222.34,1
357.92,229.69,1
329.19,228.81,1
369.03,230.97,1
328.28,228.83,1
405.96,234.88,1
333.13,226.03,1
339.59,231.16,1
317.56,231.02,1
324.27,232.93,1
339.20,228.86,1
366.59,231.59,1
378.30,231.77,1
341.80,227.25,1
339.00,229.69,1
330.13,228.45,1
339.74,230.07,1
329.00,231.24,1
342.33,229.32,1
313.78,227.78,1
384.46,232.72,1
324.95,226.05,1
329.28,228.62,1
342.06,228.96,1
365.92,234.08,1
330.94,231.82,1
335.40,227.66,1
353.39,229.41,1
355.50,228.68,1
379.60,233.54,1
333.19,227.34,1
376.82,228.28,1
337.00,226.11,1
331.57,226.62,1
349.94,227.07,1
348.89,234.79,1
371.37,231.00,1
359.51,231.06,1
341.36,228.70,1
382.18,231.95,1
360.99,229.71,1
373.62,233.27,1
382.57,232.31,1
342.81,232.37,1
338.83,228.63,1
340.43,230.66,1
326.52,230.23,1
330.92,225.80,1
355.66,227.36,1
371.73,231.76,1
349.54,230.86,1
324.81,227.49,1
335.15,227.72,1
386.40,232.83,1
353.38,232.74,1
375.34,234.14,1
368.28,230.86,1
364.41,227.31,1
370.56,231.46,1
344.17,230.81,1
380.16,230.79,1
347.31,228.96,1
317.87,227.71,1
358.56,234.04,1
339.35,230.01,1
342.40,231.57,1
343.30,232.24,1
339.18,229.77,1
346.40,228.33,1
377.99,231.41,1
332.57,228.25,1
356.74,231.08,1
371.47,231.17,1
307.31,227.80,1
348.76,233.12,1
337.79,228.62,1
319.30,229.89,1
377.60,227.24,1
400.52,233.26,1
354.77,229.39,1
346.35,228.27,1
362.98,229.44,1
352.34,232.94,1
358.24,229.36,1
383.10,232.95,1
355.56,230.44,1
394.77,235.64,1
347.32,230.03,1
355.53,234.01,1
343.78,228.98,1
354.08,229.05,1
362.46,228.34,1
348.07,231.23,1
342.73,231.14,1
291.57,224.12,1
326.24,225.70,1
359.10,233.02,1
374.98,233.79,1
350.22,233.32,1
309.41,222.75,1
363.19,230.35,1
353.51,231.17,1
333.93,230.24,1
305.59,227.86,1
331.24,229.61,1
337.26,228.14,1
361.85,231.55,1
314.10,225.46,1
319.69,228.67,1
311.21,222.54,1
342.03,227.75,1
311.73,229.87,1
