0.89,6.35,1
5.79,12.47,3
5.43,11.14,3
5.75,2.20,1
9.15,0.14,2
10.38,0.83,2
5.99,11.51,3
10.10,1.57,2
10.09,1.33,2
10.01,0.62,2
0.80,2.76,1
5.83,12.40,3
8.50,0.98,2
9.73,0.99,2
6.07,11.87,3
5.06,11.05,3
11.84,2.50,2
5.94,11.68,3
3.38,2.77,1
1.53,4.67,1
0.91,1.71,1
6.30,12.76,3
0.69,2.04,1
5.75,12.13,3
-2.11,1.62,1
8.03,0.85,2
4.89,11.24,3
6.20,13.04,3
6.00,12.89,3
5.07,3.52,1
9.59,1.64,2
10.55,2.08,2
-0.06,1.03,1
9.93,1.84,2
5.39,3.61,1
5.34,11.05,3
10.37,-0.47,2
1.22,5.85,1
5.93,11.78,3
-0.29,0.54,1
0.99,4.23,1
4.53,2.42,1
10.02,2.73,2
10.52,0.09,2
4.25,3.88,1
1.13,3.09,1
10.61,1.21,2
10.11,0.50,2
10.72,-1.08,2
6.38,11.74,3
-0.13,4.07,1
1.41,3.70,1
-0.76,4.54,1
4.45,6.32,1
7.65,2.78,2
10.89,0.95,2
5.66,11.72,3
5.45,11.39,3
5.21,11.67,3
5.41,12.04,3
4.76,12.15,3
9.14,-0.51,2
0.21,5.48,1
6.52,11.09,3
10.08,1.48,2
6.41,13.05,3
10.89,1.13,2
5.85,11.60,3
5.90,13.20,3
7.08,11.32,3
9.15,1.59,2
5.23,12.84,3
6.22,12.55,3
9.92,1.73,2
8.11,1.31,2
1.40,4.98,1
6.87,12.48,3
0.05,3.01,1
1.59,5.70,1
6.82,10.37,3
11.31,-0.98,2
6.58,12.65,3
9.49,-1.10,2
3.56,5.83,1
5.30,11.75,3
2.59,6.19,1
10.29,0.35,2
6.21,11.68,3
10.34,0.89,2
9.30,1.12,2
6.12,12.51,3
6.92,11.06,3
1.57,2.44,1
9.82,2.03,2
10.63,2.13,2
6.78,12.94,3
5.99,12.88,3
11.35,2.31,2
-0.05,4.51,1
3.71,0.39,1
5.97,11.99,3
7.12,12.44,3
4.73,4.91,1
2.62,2.41,1
10.82,2.09,2
9.24,0.85,2
-0.42,4.03,1
4.64,11.74,3
3.93,3.13,1
4.07,5.02,1
6.22,1.23,2
6.39,11.16,3
8.79,0.81,2
6.48,12.09,3
1.52,7.36,1
5.55,11.24,3
6.35,11.61,3
2.53,2.45,1
6.23,11.75,3
10.82,1.96,2
-1.81,3.58,1
5.27,11.70,3
9.73,1.48,2
1.13,8.62,1
5.37,11.36,3
6.67,12.71,3
5.97,11.71,3
5.99,11.03,3
7.06,11.39,3
2.74,2.69,1
6.11,12.44,3
10.02,0.71,2
0.75,3.12,1
4.27,11.59,3
11.76,1.09,2
9.95,1.50,2
1.24,4.60,1
9.91,0.55,2
5.94,11.91,3
3.12,7.24,1
0.44,3.36,1
4.53,12.05,3
6.54,12.82,3
10.20,2.19,2
4.91,12.38,3
1.07,4.66,1
5.31,12.57,3
6.58,12.42,3
4.71,11.58,3
5.52,12.77,3
0.70,6.01,1
9.86,1.72,2
5.61,12.42,3
7.46,12.01,3
10.38,0.10,2
9.91,2.04,2
-2.46,2.47,1
1.91,7.30,1
-2.24,1.64,1
0.16,1.41,1
9.94,-0.52,2
4.93,11.87,3
1.07,5.00,1
6.14,12.04,3
3.09,5.83,1
